Applied Scholarship,Scholarship Level,Age,Race,Household Income,Field of Study,SPM Result (As),STPM CGPA,A-Level (As),Matriculation CGPA,Foundation CGPA,UG CGPA,Co-curricular Score,Eligibility Status,Application Status
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM11,671",Engineering,11,N/A,N/A,N/A,2.71,N/A,51,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM20,106",Computer Science and IT,9,N/A,4,N/A,N/A,N/A,53,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,41,Other,"RM59,655",Computer Science and IT,10,N/A,N/A,N/A,N/A,3.93,68,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Chinese,"RM16,819",Business and Finance,8,N/A,N/A,N/A,3.61,N/A,56,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,26,Malay,"RM30,989",Computer Science and IT,12,N/A,4,N/A,N/A,N/A,69,Not Eligible,Rejected
JPA Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM25,782",Business and Finance,9,N/A,3,N/A,N/A,N/A,91,Eligible,Accepted
Gamuda Scholarship,UG,18,Indian,"RM49,733",Business and Finance,12,N/A,1,N/A,N/A,N/A,86,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM44,130",Sciences,9,N/A,5,N/A,N/A,N/A,44,Eligible,Accepted
MARA Scholarship,PG,30,Bumiputera Sabah / Sarawak,"RM168,072",Sciences,5,N/A,N/A,N/A,N/A,2.21,67,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,22,Indian,"RM41,915",Engineering,11,3.99,N/A,N/A,N/A,N/A,57,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,19,Chinese,"RM42,929",Sciences,9,N/A,N/A,N/A,3.77,N/A,58,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,40,Bumiputera Sabah / Sarawak,"RM70,668",Medicine and Health Care,5,N/A,N/A,N/A,N/A,3.61,45,Eligible,Rejected
Shell Malaysia Scholarship,UG,21,Malay,"RM39,207",Engineering,10,N/A,N/A,3.96,N/A,N/A,70,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Other,"RM7,697",Law and Social Sciences,11,N/A,N/A,3.73,N/A,N/A,56,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,43,Indian,"RM53,128",Law and Social Sciences,12,N/A,N/A,N/A,N/A,3.86,70,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Bumiputera Sabah / Sarawak,"RM90,617",Engineering,12,N/A,4,N/A,N/A,N/A,49,Eligible,Rejected
JPA Scholarship,PG,42,Other,"RM56,578",Engineering,10,N/A,N/A,N/A,N/A,3.91,97,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Other,"RM63,941",Business and Finance,12,N/A,N/A,3.68,N/A,N/A,90,Eligible,Rejected
MARA Scholarship,PG,35,Malay,"RM256,838",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.42,51,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Bumiputera Sabah / Sarawak,"RM114,383",Law and Social Sciences,8,N/A,5,N/A,N/A,N/A,100,Eligible,Rejected
JPA Scholarship,UG,21,Other,"RM25,608",Sciences,10,N/A,4,N/A,N/A,N/A,66,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Chinese,"RM56,618",Computer Science and IT,10,N/A,N/A,3.29,N/A,N/A,55,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,20,Malay,"RM25,730",Business and Finance,12,N/A,N/A,2.04,N/A,N/A,73,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Chinese,"RM65,213",Sciences,11,N/A,N/A,3.77,N/A,N/A,45,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM168,130",Business and Finance,7,N/A,5,N/A,N/A,N/A,63,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM133,602",Computer Science and IT,9,N/A,5,N/A,N/A,N/A,55,Eligible,Accepted
MARA Scholarship,UG,44,Bumiputera Sabah / Sarawak,"RM145,969",Medicine and Health Care,12,N/A,N/A,3.69,N/A,N/A,77,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Indian,"RM106,138",Business and Finance,8,N/A,4,N/A,N/A,N/A,55,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,42,Indian,"RM47,798",Engineering,7,N/A,N/A,N/A,N/A,3.99,58,Not Eligible,Rejected
JPA Scholarship,PG,37,Chinese,"RM28,302",Sciences,9,N/A,N/A,N/A,N/A,3.83,59,Eligible,Accepted
Gamuda Scholarship,UG,19,Malay,"RM38,578",Sciences,9,N/A,N/A,N/A,2.2,N/A,73,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Indian,"RM49,398",Computer Science and IT,10,N/A,N/A,N/A,3.58,N/A,72,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,28,Malay,"RM164,154",Business and Finance,7,N/A,N/A,N/A,N/A,3.83,64,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,33,Indian,"RM35,724",Engineering,12,N/A,N/A,N/A,N/A,3.62,54,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Malay,"RM30,715",Law and Social Sciences,8,N/A,N/A,2.61,N/A,N/A,60,Not Eligible,Rejected
MARA Scholarship,PG,29,Bumiputera Sabah / Sarawak,"RM35,298",Business and Finance,7,N/A,N/A,N/A,N/A,3.12,76,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM205,717",Computer Science and IT,2,N/A,N/A,3.07,N/A,N/A,57,Not Eligible,Rejected
MARA Scholarship,PG,35,Malay,"RM178,372",Medicine and Health Care,7,N/A,N/A,N/A,N/A,3.54,70,Eligible,Accepted
Gamuda Scholarship,UG,18,Indian,"RM52,623",Computer Science and IT,5,2.37,N/A,N/A,N/A,N/A,79,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM67,111",Business and Finance,9,N/A,N/A,N/A,3.72,N/A,75,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Malay,"RM3,694",Computer Science and IT,10,N/A,N/A,3.26,N/A,N/A,73,Not Eligible,Rejected
JPA Scholarship,PG,29,Chinese,"RM108,092",Engineering,9,N/A,N/A,N/A,N/A,3.83,53,Eligible,Accepted
JPA Scholarship,PG,42,Indian,"RM79,523",Sciences,8,N/A,N/A,N/A,N/A,3.87,68,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Other,"RM50,878",Business and Finance,12,N/A,5,N/A,N/A,N/A,71,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,22,Malay,"RM88,720",Sciences,11,N/A,0,N/A,N/A,N/A,83,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Chinese,"RM61,915",Sciences,12,3.65,N/A,N/A,N/A,N/A,100,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,43,Indian,"RM45,879",Sciences,11,N/A,N/A,N/A,N/A,3.66,38,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Indian,"RM39,971",Computer Science and IT,12,N/A,N/A,3.92,N/A,N/A,83,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,22,Indian,"RM23,190",Sciences,10,N/A,N/A,3.13,N/A,N/A,70,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,37,Bumiputera Sabah / Sarawak,"RM16,716",Computer Science and IT,12,N/A,N/A,N/A,N/A,3.74,87,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,41,Indian,"RM36,659",Law and Social Sciences,7,N/A,N/A,N/A,N/A,3.95,55,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Other,"RM114,954",Business and Finance,10,N/A,5,N/A,N/A,N/A,46,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Chinese,"RM16,902",Computer Science and IT,3,N/A,N/A,3.95,N/A,N/A,96,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,22,Chinese,"RM102,445",Engineering,10,3.76,N/A,N/A,N/A,N/A,59,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,19,Other,"RM41,393",Business and Finance,11,N/A,0,N/A,N/A,N/A,73,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Chinese,"RM125,193",Engineering,10,N/A,N/A,3.88,N/A,N/A,39,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,41,Bumiputera Sabah / Sarawak,"RM52,321",Business and Finance,6,N/A,N/A,N/A,N/A,3.88,75,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Indian,"RM19,517",Business and Finance,12,N/A,N/A,3.62,N/A,N/A,64,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,27,Malay,"RM15,074",Computer Science and IT,11,N/A,4,N/A,N/A,N/A,80,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Indian,"RM40,718",Law and Social Sciences,5,N/A,4,N/A,N/A,N/A,73,Eligible,Accepted
JPA Scholarship,PG,43,Other,"RM117,152",Sciences,7,N/A,N/A,N/A,N/A,3.75,79,Not Eligible,Rejected
MARA Scholarship,PG,34,Bumiputera Sabah / Sarawak,"RM33,990",Engineering,12,N/A,N/A,N/A,N/A,3.99,34,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,24,Indian,"RM49,669",Computer Science and IT,12,N/A,N/A,N/A,N/A,2.82,67,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,30,Other,"RM71,561",Engineering,8,N/A,N/A,N/A,N/A,3.75,97,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,42,Indian,"RM87,516",Sciences,8,N/A,N/A,N/A,N/A,3.78,45,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM22,253",Engineering,11,N/A,N/A,N/A,3.69,N/A,84,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Indian,"RM53,347",Sciences,11,N/A,2,N/A,N/A,N/A,50,Not Eligible,Rejected
JPA Scholarship,PG,26,Malay,"RM104,527",Engineering,9,N/A,N/A,N/A,N/A,3.68,68,Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM16,172",Business and Finance,9,2.41,N/A,N/A,N/A,N/A,50,Not Eligible,Rejected
JPA Scholarship,PG,39,Chinese,"RM40,966",Engineering,5,N/A,N/A,N/A,N/A,3.95,46,Eligible,Rejected
Gamuda Scholarship,UG,24,Chinese,"RM69,818",Business and Finance,7,N/A,4,N/A,N/A,N/A,59,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM86,759",Sciences,11,3.54,N/A,N/A,N/A,N/A,70,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,30,Chinese,"RM106,421",Sciences,9,N/A,N/A,N/A,3.99,N/A,67,Not Eligible,Rejected
MARA Scholarship,UG,35,Malay,"RM190,877",Computer Science and IT,10,N/A,N/A,N/A,3.43,N/A,59,Eligible,Accepted
MARA Scholarship,UG,32,Indian,"RM189,950",Sciences,7,N/A,N/A,3.11,N/A,N/A,70,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,24,Chinese,"RM78,381",Business and Finance,10,N/A,N/A,3.83,N/A,N/A,32,Eligible,Accepted
JPA Scholarship,UG,18,Chinese,"RM108,091",Law and Social Sciences,10,N/A,4,N/A,N/A,N/A,72,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Chinese,"RM24,245",Law and Social Sciences,12,N/A,N/A,N/A,3.9,N/A,56,Eligible,Accepted
MARA Scholarship,PG,27,Bumiputera Sabah / Sarawak,"RM287,405",Medicine and Health Care,9,N/A,N/A,N/A,N/A,3.93,42,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,29,Indian,"RM42,249",Business and Finance,11,N/A,N/A,N/A,N/A,3.82,35,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,27,Indian,"RM116,992",Computer Science and IT,7,N/A,N/A,N/A,N/A,3.25,70,Not Eligible,Rejected
MARA Scholarship,UG,28,Malay,"RM31,660",Business and Finance,9,3.76,N/A,N/A,N/A,N/A,84,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,22,Indian,"RM93,300",Law and Social Sciences,8,2.32,N/A,N/A,N/A,N/A,59,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Malay,"RM59,574",Engineering,10,N/A,N/A,3.87,N/A,N/A,69,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM98,542",Computer Science and IT,6,N/A,N/A,3.74,N/A,N/A,73,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,27,Bumiputera Sabah / Sarawak,"RM29,955",Business and Finance,5,N/A,N/A,N/A,N/A,3.92,56,Eligible,Accepted
JPA Scholarship,PG,34,Bumiputera Sabah / Sarawak,"RM47,683",Computer Science and IT,8,N/A,N/A,N/A,N/A,2.58,62,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM47,410",Sciences,11,N/A,N/A,N/A,3.61,N/A,57,Eligible,Accepted
MARA Scholarship,UG,43,Malay,"RM190,941",Sciences,6,N/A,N/A,N/A,3.02,N/A,85,Not Eligible,Rejected
MARA Scholarship,UG,26,Malay,"RM78,032",Computer Science and IT,6,3.68,N/A,N/A,N/A,N/A,47,Eligible,Rejected
Shell Malaysia Scholarship,UG,22,Chinese,"RM125,111",Computer Science and IT,12,N/A,N/A,3.16,N/A,N/A,48,Not Eligible,Rejected
MARA Scholarship,UG,35,Bumiputera Sabah / Sarawak,"RM100,805",Engineering,11,3.93,N/A,N/A,N/A,N/A,49,Eligible,Accepted
JPA Scholarship,PG,38,Bumiputera Sabah / Sarawak,"RM152,420",Engineering,11,N/A,N/A,N/A,N/A,3.25,73,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Chinese,"RM54,320",Sciences,6,N/A,3,N/A,N/A,N/A,65,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Chinese,"RM38,778",Law and Social Sciences,2,N/A,4,N/A,N/A,N/A,100,Not Eligible,Rejected
MARA Scholarship,UG,26,Malay,"RM42,373",Engineering,5,3.3,N/A,N/A,N/A,N/A,66,Eligible,Accepted
Gamuda Scholarship,UG,18,Chinese,"RM75,961",Business and Finance,7,2.03,N/A,N/A,N/A,N/A,41,Not Eligible,Rejected
MARA Scholarship,PG,35,Malay,"RM191,337",Business and Finance,10,N/A,N/A,N/A,N/A,3.23,84,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,19,Malay,"RM73,966",Engineering,8,N/A,N/A,N/A,3.9,N/A,79,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Other,"RM112,459",Law and Social Sciences,10,N/A,N/A,N/A,3.8,N/A,76,Eligible,Rejected
MARA Scholarship,PG,43,Bumiputera Sabah / Sarawak,"RM108,491",Medicine and Health Care,6,N/A,N/A,N/A,N/A,3.63,91,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,29,Chinese,"RM80,988",Engineering,7,N/A,N/A,N/A,N/A,3.91,66,Eligible,Accepted
MARA Scholarship,PG,40,Chinese,"RM90,612",Law and Social Sciences,5,N/A,N/A,N/A,N/A,3.39,61,Not Eligible,Rejected
JPA Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM33,810",Sciences,10,3.51,N/A,N/A,N/A,N/A,48,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Other,"RM139,797",Law and Social Sciences,1,N/A,N/A,3.6,N/A,N/A,83,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,24,Chinese,"RM75,089",Business and Finance,10,N/A,N/A,N/A,N/A,3.66,70,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,29,Indian,"RM115,673",Sciences,12,N/A,N/A,N/A,3.42,N/A,37,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,25,Bumiputera Sabah / Sarawak,"RM62,035",Business and Finance,7,N/A,N/A,N/A,N/A,3.92,80,Eligible,Accepted
JPA Scholarship,PG,28,Indian,"RM34,363",Medicine and Health Care,8,N/A,N/A,N/A,N/A,3.38,75,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Other,"RM50,187",Business and Finance,10,N/A,4,N/A,N/A,N/A,65,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,26,Indian,"RM10,544",Business and Finance,10,N/A,4,N/A,N/A,N/A,72,Not Eligible,Rejected
JPA Scholarship,UG,19,Chinese,"RM47,711",Engineering,12,N/A,N/A,N/A,3.93,N/A,28,Eligible,Accepted
JPA Scholarship,PG,33,Chinese,"RM23,020",Business and Finance,11,N/A,N/A,N/A,N/A,2.17,43,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,23,Malay,"RM106,324",Law and Social Sciences,9,3.83,N/A,N/A,N/A,N/A,74,Eligible,Rejected
Gamuda Scholarship,UG,19,Chinese,"RM86,022",Engineering,7,N/A,1,N/A,N/A,N/A,70,Not Eligible,Rejected
MARA Scholarship,UG,37,Malay,"RM103,905",Law and Social Sciences,10,3.04,N/A,N/A,N/A,N/A,70,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,29,Malay,"RM13,343",Law and Social Sciences,9,3.97,N/A,N/A,N/A,N/A,80,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Bumiputera Sabah / Sarawak,"RM25,798",Business and Finance,11,N/A,3,N/A,N/A,N/A,54,Eligible,Accepted
MARA Scholarship,PG,40,Malay,"RM279,410",Engineering,6,N/A,N/A,N/A,N/A,3.69,65,Not Eligible,Rejected
JPA Scholarship,UG,19,Other,"RM13,961",Engineering,10,N/A,N/A,3.99,N/A,N/A,87,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Indian,"RM65,953",Engineering,8,N/A,3,N/A,N/A,N/A,84,Not Eligible,Rejected
JPA Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM32,623",Engineering,9,3.99,N/A,N/A,N/A,N/A,64,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,29,Indian,"RM83,353",Computer Science and IT,11,N/A,5,N/A,N/A,N/A,63,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM40,631",Sciences,8,N/A,5,N/A,N/A,N/A,76,Eligible,Accepted
Gamuda Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM130,974",Engineering,10,2.9,N/A,N/A,N/A,N/A,57,Not Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM27,007",Business and Finance,11,N/A,4,N/A,N/A,N/A,59,Eligible,Accepted
MARA Scholarship,PG,24,Malay,"RM267,374",Business and Finance,5,N/A,N/A,N/A,N/A,3.56,49,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,20,Other,"RM48,910",Business and Finance,11,N/A,N/A,3.47,N/A,N/A,95,Eligible,Rejected
MARA Scholarship,PG,42,Bumiputera Sabah / Sarawak,"RM114,621",Business and Finance,6,N/A,N/A,N/A,N/A,3.94,72,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Indian,"RM17,926",Business and Finance,9,N/A,N/A,N/A,3.99,N/A,100,Eligible,Accepted
Gamuda Scholarship,UG,22,Malay,"RM36,032",Business and Finance,12,N/A,N/A,3.82,N/A,N/A,79,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM44,055",Law and Social Sciences,8,N/A,N/A,N/A,3.94,N/A,66,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other,"RM133,323",Engineering,11,N/A,N/A,3.25,N/A,N/A,51,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Indian,"RM19,160",Law and Social Sciences,12,N/A,5,N/A,N/A,N/A,63,Eligible,Rejected
MARA Scholarship,UG,44,Bumiputera Sabah / Sarawak,"RM196,080",Medicine and Health Care,9,N/A,N/A,3.9,N/A,N/A,73,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM103,038",Law and Social Sciences,8,N/A,4,N/A,N/A,N/A,43,Eligible,Accepted
Gamuda Scholarship,UG,21,Other,"RM62,821",Business and Finance,6,N/A,N/A,3.9,N/A,N/A,72,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,36,Bumiputera Sabah / Sarawak,"RM33,564",Engineering,6,N/A,N/A,N/A,N/A,3.79,84,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,26,Malay,"RM143,813",Sciences,5,N/A,N/A,N/A,N/A,3.76,72,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Chinese,"RM136,236",Engineering,11,N/A,4,N/A,N/A,N/A,50,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Indian,"RM126,688",Sciences,10,N/A,N/A,3.34,N/A,N/A,44,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,35,Bumiputera Sabah / Sarawak,"RM88,651",Business and Finance,12,N/A,N/A,N/A,N/A,3.69,15,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,41,Indian,"RM190,776",Computer Science and IT,5,N/A,N/A,N/A,N/A,3.55,75,Not Eligible,Rejected
JPA Scholarship,PG,29,Chinese,"RM43,942",Computer Science and IT,5,N/A,N/A,N/A,N/A,3.9,50,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Bumiputera Sabah / Sarawak,"RM58,804",Computer Science and IT,8,N/A,N/A,2.55,N/A,N/A,65,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,25,Indian,"RM62,626",Engineering,12,N/A,N/A,N/A,N/A,3.93,73,Eligible,Accepted
MARA Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM257,548",Engineering,6,N/A,N/A,3.98,N/A,N/A,69,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,26,Other,"RM102,852",Engineering,5,N/A,N/A,N/A,N/A,3.93,82,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,22,Other,"RM81,549",Medicine and Health Care,9,N/A,N/A,N/A,3.84,N/A,63,Not Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM44,296",Law and Social Sciences,11,N/A,N/A,3.93,N/A,N/A,53,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,19,Bumiputera Sabah / Sarawak,"RM118,231",Sciences,9,N/A,3,N/A,N/A,N/A,64,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM96,916",Computer Science and IT,7,N/A,N/A,3.91,N/A,N/A,44,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,35,Indian,"RM90,672",Sciences,7,N/A,N/A,N/A,N/A,2.14,44,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,18,Chinese,"RM24,293",Business and Finance,12,N/A,N/A,N/A,3.52,N/A,62,Eligible,Rejected
MARA Scholarship,UG,44,Bumiputera Sabah / Sarawak,"RM65,431",Sciences,12,3.41,N/A,N/A,N/A,N/A,49,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Malay,"RM11,523",Business and Finance,11,N/A,N/A,3.68,N/A,N/A,77,Eligible,Accepted
JPA Scholarship,UG,19,Chinese,"RM22,369",Law and Social Sciences,9,N/A,1,N/A,N/A,N/A,63,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Chinese,"RM12,790",Computer Science and IT,10,3.73,N/A,N/A,N/A,N/A,77,Eligible,Rejected
MARA Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM167,129",Sciences,10,N/A,N/A,N/A,2.03,N/A,88,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Chinese,"RM98,385",Computer Science and IT,12,N/A,3,N/A,N/A,N/A,65,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Indian,"RM45,858",Engineering,2,N/A,N/A,3.32,N/A,N/A,54,Not Eligible,Rejected
MARA Scholarship,PG,31,Malay,"RM94,705",Medicine and Health Care,5,N/A,N/A,N/A,N/A,3.74,36,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,42,Indian,"RM128,710",Law and Social Sciences,6,N/A,N/A,N/A,N/A,3.88,61,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,37,Indian,"RM13,399",Computer Science and IT,7,N/A,N/A,N/A,N/A,3.7,100,Eligible,Rejected
Shell Malaysia Scholarship,UG,20,Malay,"RM61,611",Business and Finance,10,N/A,N/A,3.09,N/A,N/A,95,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Other,"RM57,067",Computer Science and IT,10,N/A,3,N/A,N/A,N/A,60,Eligible,Accepted
JPA Scholarship,PG,44,Bumiputera Sabah / Sarawak,"RM41,404",Engineering,11,N/A,N/A,N/A,N/A,3.97,42,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM56,064",Engineering,8,N/A,N/A,3.26,N/A,N/A,47,Eligible,Accepted
MARA Scholarship,UG,22,Malay,"RM95,567",Engineering,7,N/A,N/A,N/A,2.31,N/A,46,Not Eligible,Rejected
JPA Scholarship,UG,19,Other,"RM59,065",Business and Finance,11,N/A,N/A,3.86,N/A,N/A,65,Eligible,Accepted
Shell Malaysia Scholarship,UG,21,Bumiputera Sabah / Sarawak,"RM83,158",Computer Science and IT,10,N/A,N/A,3.36,N/A,N/A,56,Not Eligible,Rejected
MARA Scholarship,PG,34,Bumiputera Sabah / Sarawak,"RM113,882",Law and Social Sciences,12,N/A,N/A,N/A,N/A,3.32,69,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,41,Bumiputera Sabah / Sarawak,"RM58,164",Law and Social Sciences,6,N/A,N/A,N/A,N/A,3.85,30,Not Eligible,Rejected
MARA Scholarship,UG,38,Malay,"RM156,905",Engineering,7,N/A,N/A,N/A,2.85,N/A,61,Eligible,Accepted
MARA Scholarship,PG,32,Malay,"RM40,010",Computer Science and IT,7,N/A,N/A,N/A,N/A,2.67,73,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Other,"RM30,660",Sciences,11,N/A,3,N/A,N/A,N/A,56,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Indian,"RM31,545",Business and Finance,7,N/A,4,N/A,N/A,N/A,56,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,33,Indian,"RM130,861",Engineering,11,N/A,N/A,N/A,N/A,3.71,62,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Other,"RM48,758",Law and Social Sciences,3,N/A,5,N/A,N/A,N/A,35,Not Eligible,Rejected
JPA Scholarship,PG,32,Indian,"RM10,515",Sciences,9,N/A,N/A,N/A,N/A,3.75,40,Eligible,Accepted
JPA Scholarship,PG,41,Chinese,"RM117,109",Computer Science and IT,10,N/A,N/A,N/A,N/A,3.93,71,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,20,Other,"RM130,784",Sciences,8,N/A,4,N/A,N/A,N/A,52,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,24,Other,"RM73,266",Engineering,11,N/A,N/A,N/A,N/A,2.06,53,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM83,066",Sciences,11,N/A,N/A,3.04,N/A,N/A,64,Eligible,Accepted
MARA Scholarship,PG,39,Bumiputera Sabah / Sarawak,"RM256,262",Computer Science and IT,7,N/A,N/A,N/A,N/A,3.02,75,Not Eligible,Rejected
