Applied Scholarship,Scholarship Level,Age,Race,Household Income,Field of Study,SPM Result (As),STPM CGPA,A-Level (As),Matriculation CGPA,Foundation CGPA,UG CGPA,Co-curricular Score,Eligibility Status,Application Status
Yayasan Khazanah Scholarship ,UG,18,Other Bumiputera,"RM199,484",Medicine and Health Care,11,N/A,N/A,N/A,N/A,N/A,92,Eligible,Accepted
MARA Scholarship,UG,18,Malay,"RM260,995",Engineering,N/A,N/A,N/A,N/A,2.89,N/A,80,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM146,404",Engineering,10,N/A,N/A,N/A,N/A,N/A,73,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Other Bumiputera,"RM55,422",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,49,Eligible,Rejected
JPA Scholarship,UG,19,Chinese,"RM43,060",Business and Finance,12,N/A,N/A,N/A,N/A,N/A,43,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Malay,"RM260,217",Engineering,11,N/A,N/A,N/A,N/A,N/A,58,Eligible,Accepted
JPA Scholarship,UG,23,Others,"RM34,321",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,69,Not Eligible,Rejected
MARA Scholarship,UG,37,Malay,"RM13,265",Medicine and Health Care,N/A,N/A,N/A,3.08,N/A,N/A,68,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Others,"RM203,367",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,67,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM283,904",Sciences,N/A,N/A,3,N/A,N/A,N/A,65,Eligible,Rejected
JPA Scholarship,UG,24,Others,"RM38,946",Engineering,6,N/A,N/A,N/A,N/A,N/A,90,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Others,"RM291,179",Business and Finance,7,N/A,N/A,N/A,N/A,N/A,91,Not Eligible,Rejected
JPA Scholarship,PG,32,Malay,"RM206,296",Medicine and Health Care,N/A,N/A,N/A,N/A,N/A,3.68,68,Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM15,338",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,44,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Others,"RM231,140",Medicine and Health Care,12,N/A,N/A,N/A,N/A,N/A,48,Eligible,Rejected
Shell Malaysia Scholarship,UG,22,Chinese,"RM223,912",Engineering,8,N/A,N/A,N/A,N/A,N/A,72,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,19,Malay,"RM13,614",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,3.51,77,Eligible,Rejected
JPA Scholarship,UG,18,Other Bumiputera,"RM23,572",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,67,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,29,Others,"RM26,558",Computer Science and IT,N/A,N/A,N/A,N/A,N/A,3.9,64,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Chinese,"RM175,405",Computer Science and IT,7,N/A,N/A,N/A,N/A,N/A,94,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Other Bumiputera,"RM165,661",Business and Finance,8,N/A,N/A,N/A,N/A,N/A,42,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Others,"RM55,987",Engineering,11,N/A,N/A,N/A,N/A,N/A,78,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM213,096",Business and Finance,7,N/A,N/A,N/A,N/A,N/A,52,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Malay,"RM291,637",Engineering,11,N/A,N/A,N/A,N/A,N/A,76,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Chinese,"RM80,232",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,51,Eligible,Rejected
MARA Scholarship,PG,38,Other Bumiputera,"RM174,996",Computer Science and IT,N/A,N/A,N/A,N/A,N/A,3.89,57,Eligible,Accepted
JPA Scholarship,UG,18,Others,"RM29,355",Business and Finance,8,N/A,N/A,N/A,N/A,N/A,53,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Other Bumiputera,"RM174,147",Sciences,10,N/A,N/A,N/A,N/A,N/A,91,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Indian,"RM113,329",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,53,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,25,Indian,"RM66,603",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,54,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,20,Indian,"RM102,503",Engineering,9,N/A,N/A,N/A,N/A,N/A,71,Eligible,Rejected
MARA Scholarship,UG,33,Malay,"RM13,785",Law and Social Sciences,N/A,N/A,N/A,2.91,N/A,N/A,85,Eligible,Rejected
Gamuda Scholarship,UG,19,Chinese,"RM24,195",Law and Social Sciences,N/A,N/A,N/A,3.93,N/A,N/A,46,Eligible,Accepted
JPA Scholarship,UG,19,Malay,"RM30,996",Engineering,11,N/A,N/A,N/A,N/A,N/A,86,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM109,289",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,47,Eligible,Accepted
JPA Scholarship,UG,18,Other Bumiputera,"RM64,350",Sciences,11,N/A,N/A,N/A,N/A,N/A,50,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Other Bumiputera,"RM127,632",Engineering,10,N/A,N/A,N/A,N/A,N/A,93,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM38,661",Sciences,12,N/A,N/A,N/A,N/A,N/A,65,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,23,Other Bumiputera,"RM131,570",Computer Science and IT,N/A,3.64,N/A,N/A,N/A,N/A,69,Eligible,Rejected
JPA Scholarship,UG,20,Other Bumiputera,"RM83,726",Engineering,11,N/A,N/A,N/A,N/A,N/A,82,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Chinese,"RM122,032",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,95,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM156,849",Sciences,9,N/A,N/A,N/A,N/A,N/A,50,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM69,236",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,58,Eligible,Accepted
JPA Scholarship,UG,18,Indian,"RM19,116",Sciences,9,N/A,N/A,N/A,N/A,N/A,89,Eligible,Rejected
JPA Scholarship,UG,19,Chinese,"RM47,712",Sciences,9,N/A,N/A,N/A,N/A,N/A,80,Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM60,267",Computer Science and IT,N/A,N/A,N/A,N/A,3.83,N/A,50,Eligible,Accepted
JPA Scholarship,UG,18,Others,"RM14,390",Law and Social Sciences,8,N/A,N/A,N/A,N/A,N/A,63,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Indian,"RM298,471",Computer Science and IT,8,N/A,N/A,N/A,N/A,N/A,47,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Others,"RM26,011",Sciences,11,N/A,N/A,N/A,N/A,N/A,40,Eligible,Accepted
JPA Scholarship,UG,18,Other Bumiputera,"RM61,930",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,44,Eligible,Accepted
JPA Scholarship,UG,18,Malay,"RM43,914",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,95,Eligible,Rejected
JPA Scholarship,UG,19,Other Bumiputera,"RM14,245",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,44,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Other Bumiputera,"RM42,253",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,56,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,30,Indian,"RM70,205",Law and Social Sciences,9,N/A,N/A,N/A,N/A,N/A,54,Not Eligible,Rejected
JPA Scholarship,UG,19,Other Bumiputera,"RM27,053",Law and Social Sciences,12,N/A,N/A,N/A,N/A,N/A,82,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM164,475",Law and Social Sciences,10,N/A,N/A,N/A,N/A,N/A,55,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM134,145",Sciences,11,N/A,N/A,N/A,N/A,N/A,79,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Chinese,"RM195,295",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,48,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,24,Malay,"RM32,450",Sciences,11,N/A,N/A,N/A,N/A,N/A,45,Eligible,Rejected
JPA Scholarship,UG,19,Chinese,"RM51,583",Sciences,12,N/A,N/A,N/A,N/A,N/A,64,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,24,Other Bumiputera,"RM221,430",Sciences,11,N/A,N/A,N/A,N/A,N/A,74,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,21,Indian,"RM229,882",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,83,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM29,988",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,48,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM236,882",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,70,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM110,483",Computer Science and IT,7,N/A,N/A,N/A,N/A,N/A,46,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Others,"RM177,832",Engineering,9,N/A,N/A,N/A,N/A,N/A,92,Eligible,Accepted
JPA Scholarship,UG,18,Indian,"RM30,292",Law and Social Sciences,10,N/A,N/A,N/A,N/A,N/A,76,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Chinese,"RM136,693",Business and Finance,8,N/A,N/A,N/A,N/A,N/A,91,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Others,"RM112,126",Law and Social Sciences,8,N/A,N/A,N/A,N/A,N/A,44,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,26,Other Bumiputera,"RM282,584",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,3.55,52,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,22,Chinese,"RM63,183",Law and Social Sciences,7,N/A,N/A,N/A,N/A,N/A,92,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Others,"RM152,079",Sciences,8,N/A,N/A,N/A,N/A,N/A,63,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM32,563",Sciences,12,N/A,N/A,N/A,N/A,N/A,93,Eligible,Accepted
JPA Scholarship,UG,19,Indian,"RM16,151",Engineering,11,N/A,N/A,N/A,N/A,N/A,50,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,20,Others,"RM25,042",Engineering,11,N/A,N/A,N/A,N/A,N/A,65,Eligible,Rejected
JPA Scholarship,UG,22,Malay,"RM97,124",Law and Social Sciences,N/A,N/A,N/A,N/A,3.9,N/A,51,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM194,467",Computer Science and IT,8,N/A,N/A,N/A,N/A,N/A,86,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Indian,"RM171,964",Law and Social Sciences,N/A,N/A,N/A,3.7,N/A,N/A,89,Eligible,Accepted
JPA Scholarship,UG,18,Other Bumiputera,"RM59,941",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,79,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM200,511",Law and Social Sciences,12,N/A,N/A,N/A,N/A,N/A,92,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,24,Chinese,"RM168,032",Law and Social Sciences,10,N/A,N/A,N/A,N/A,N/A,92,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,25,Other Bumiputera,"RM179,497",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,62,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,20,Others,"RM131,942",Business and Finance,N/A,N/A,N/A,N/A,N/A,3.96,71,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM148,466",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,45,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM255,422",Engineering,9,N/A,N/A,N/A,N/A,N/A,90,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Other Bumiputera,"RM104,623",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,76,Eligible,Rejected
JPA Scholarship,UG,23,Other Bumiputera,"RM81,416",Engineering,11,N/A,N/A,N/A,N/A,N/A,60,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Others,"RM210,126",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,82,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,19,Others,"RM51,832",Sciences,9,N/A,N/A,N/A,N/A,N/A,85,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM188,530",Law and Social Sciences,N/A,N/A,N/A,N/A,3.77,N/A,88,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,27,Others,"RM219,670",Sciences,8,N/A,N/A,N/A,N/A,N/A,53,Not Eligible,Rejected
JPA Scholarship,UG,20,Other Bumiputera,"RM10,320",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,87,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Indian,"RM102,378",Sciences,10,N/A,N/A,N/A,N/A,N/A,62,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,22,Other Bumiputera,"RM145,182",Business and Finance,N/A,N/A,N/A,N/A,N/A,3.75,85,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Other Bumiputera,"RM161,519",Engineering,11,N/A,N/A,N/A,N/A,N/A,48,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,26,Malay,"RM252,422",Sciences,11,N/A,N/A,N/A,N/A,N/A,74,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM19,195",Sciences,9,N/A,N/A,N/A,N/A,N/A,94,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,26,Malay,"RM23,996",Business and Finance,N/A,N/A,5,N/A,N/A,N/A,75,Not Eligible,Rejected
JPA Scholarship,UG,19,Indian,"RM63,608",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,65,Not Eligible,Rejected
MARA Scholarship,PG,30,Malay,"RM228,902",Business and Finance,N/A,N/A,N/A,N/A,N/A,3.35,89,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM181,654",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,40,Eligible,Rejected
JPA Scholarship,PG,30,Others,"RM30,922",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,3.89,82,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Others,"RM84,373",Sciences,8,N/A,N/A,N/A,N/A,N/A,79,Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM37,761",Engineering,12,N/A,N/A,N/A,N/A,N/A,76,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,18,Others,"RM278,281",Sciences,7,N/A,N/A,N/A,N/A,N/A,63,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,24,Chinese,"RM77,332",Engineering,7,N/A,N/A,N/A,N/A,N/A,85,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Chinese,"RM251,581",Law and Social Sciences,N/A,N/A,5,N/A,N/A,N/A,83,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,27,Other Bumiputera,"RM260,092",Computer Science and IT,8,N/A,N/A,N/A,N/A,N/A,73,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Other Bumiputera,"RM221,496",Law and Social Sciences,8,N/A,N/A,N/A,N/A,N/A,90,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,32,Chinese,"RM128,664",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,3.69,42,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM85,353",Medicine and Health Care,9,N/A,N/A,N/A,N/A,N/A,52,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other Bumiputera,"RM201,891",Medicine and Health Care,10,N/A,N/A,N/A,N/A,N/A,73,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Chinese,"RM137,662",Law and Social Sciences,7,N/A,N/A,N/A,N/A,N/A,52,Not Eligible,Rejected
JPA Scholarship,UG,18,Others,"RM11,896",Law and Social Sciences,11,N/A,N/A,N/A,N/A,N/A,42,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Other Bumiputera,"RM205,425",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,89,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,36,Indian,"RM11,755",Computer Science and IT,N/A,N/A,N/A,N/A,N/A,3.87,92,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,19,Chinese,"RM141,974",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,41,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Others,"RM102,630",Sciences,7,N/A,N/A,N/A,N/A,N/A,90,Not Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM49,570",Sciences,7,N/A,N/A,N/A,N/A,N/A,45,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM26,259",Engineering,10,N/A,N/A,N/A,N/A,N/A,78,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM26,718",Business and Finance,6,N/A,N/A,N/A,N/A,N/A,87,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,26,Chinese,"RM287,962",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,91,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Other Bumiputera,"RM25,450",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,58,Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM10,709",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,68,Eligible,Rejected
JPA Scholarship,PG,20,Chinese,"RM234,154",Sciences,N/A,N/A,N/A,N/A,N/A,3.9,56,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM258,458",Sciences,9,N/A,N/A,N/A,N/A,N/A,87,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,25,Chinese,"RM90,146",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,65,Eligible,Rejected
JPA Scholarship,PG,29,Indian,"RM271,883",Computer Science and IT,N/A,N/A,N/A,N/A,N/A,3.93,58,Eligible,Accepted
JPA Scholarship,UG,22,Malay,"RM16,335",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,82,Not Eligible,Rejected
JPA Scholarship,UG,18,Other Bumiputera,"RM61,444",Law and Social Sciences,10,N/A,N/A,N/A,N/A,N/A,47,Eligible,Accepted
JPA Scholarship,UG,18,Malay,"RM35,683",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,47,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,24,Malay,"RM293,154",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,43,Eligible,Rejected
MARA Scholarship,UG,33,Malay,"RM224,848",Law and Social Sciences,N/A,N/A,5,N/A,N/A,N/A,52,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Indian,"RM269,561",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,47,Eligible,Accepted
JPA Scholarship,UG,19,Malay,"RM63,591",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,66,Not Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM14,985",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,76,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,24,Other Bumiputera,"RM36,430",Engineering,N/A,N/A,N/A,N/A,N/A,3.62,45,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Indian,"RM231,618",Business and Finance,11,N/A,N/A,N/A,N/A,N/A,55,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,20,Other Bumiputera,"RM257,695",Computer Science and IT,N/A,2.27,N/A,N/A,N/A,N/A,70,Not Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM58,483",Engineering,12,N/A,N/A,N/A,N/A,N/A,64,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,20,Malay,"RM166,818",Engineering,10,N/A,N/A,N/A,N/A,N/A,65,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,20,Malay,"RM33,720",Engineering,11,N/A,N/A,N/A,N/A,N/A,90,Not Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM70,406",Engineering,11,N/A,N/A,N/A,N/A,N/A,54,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM175,945",Business and Finance,9,N/A,N/A,N/A,N/A,N/A,92,Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM53,965",Engineering,7,N/A,N/A,N/A,N/A,N/A,67,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Indian,"RM132,046",Computer Science and IT,6,N/A,N/A,N/A,N/A,N/A,68,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,33,Other Bumiputera,"RM33,548",Law and Social Sciences,N/A,N/A,N/A,N/A,N/A,3.74,82,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,20,Malay,"RM287,963",Engineering,10,N/A,N/A,N/A,N/A,N/A,86,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Chinese,"RM181,070",Business and Finance,N/A,N/A,N/A,N/A,2.63,N/A,76,Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM48,248",Engineering,N/A,N/A,4,N/A,N/A,N/A,59,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,22,Indian,"RM26,348",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,85,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,22,Malay,"RM199,494",Sciences,N/A,3.78,N/A,N/A,N/A,N/A,69,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM100,931",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,48,Eligible,Accepted
Shell Malaysia Scholarship,UG,20,Other Bumiputera,"RM44,886",Engineering,10,N/A,N/A,N/A,N/A,N/A,91,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Chinese,"RM29,775",Sciences,N/A,3.44,N/A,N/A,N/A,N/A,64,Not Eligible,Rejected
JPA Scholarship,UG,19,Chinese,"RM46,560",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,54,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM34,819",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,54,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Other Bumiputera,"RM253,008",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,58,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM154,965",Engineering,11,N/A,N/A,N/A,N/A,N/A,55,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Malay,"RM30,725",Engineering,12,N/A,N/A,N/A,N/A,N/A,74,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM241,226",Medicine and Health Care,10,N/A,N/A,N/A,N/A,N/A,86,Eligible,Accepted
MARA Scholarship,PG,33,Other Bumiputera,"RM225,409",Business and Finance,N/A,N/A,N/A,N/A,N/A,3.18,78,Eligible,Accepted
JPA Scholarship,UG,19,Others,"RM43,604",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,74,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Malay,"RM17,849",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,89,Eligible,Accepted
JPA Scholarship,UG,21,Malay,"RM39,843",Sciences,10,N/A,N/A,N/A,N/A,N/A,45,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM181,257",Engineering,8,N/A,N/A,N/A,N/A,N/A,52,Eligible,Rejected
JPA Scholarship,UG,19,Indian,"RM51,338",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,79,Eligible,Accepted
JPA Scholarship,PG,27,Chinese,"RM279,712",Sciences,N/A,N/A,N/A,N/A,N/A,3.95,59,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,22,Malay,"RM106,406",Law and Social Sciences,8,N/A,N/A,N/A,N/A,N/A,44,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,26,Other Bumiputera,"RM80,137",Computer Science and IT,9,N/A,N/A,N/A,N/A,N/A,59,Not Eligible,Rejected
JPA Scholarship,UG,21,Others,"RM50,787",Law and Social Sciences,9,N/A,N/A,N/A,N/A,N/A,65,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Indian,"RM14,899",Engineering,7,N/A,N/A,N/A,N/A,N/A,81,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Others,"RM64,814",Engineering,9,N/A,N/A,N/A,N/A,N/A,52,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Others,"RM183,439",Computer Science and IT,7,N/A,N/A,N/A,N/A,N/A,95,Not Eligible,Rejected
JPA Scholarship,PG,29,Malay,"RM228,054",Medicine and Health Care,N/A,N/A,N/A,N/A,N/A,3.75,94,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,20,Malay,"RM104,901",Computer Science and IT,8,N/A,N/A,N/A,N/A,N/A,65,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM12,100",Medicine and Health Care,10,N/A,N/A,N/A,N/A,N/A,64,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Other Bumiputera,"RM49,525",Business and Finance,N/A,N/A,3,N/A,N/A,N/A,71,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Other Bumiputera,"RM172,001",Computer Science and IT,10,N/A,N/A,N/A,N/A,N/A,85,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,25,Other Bumiputera,"RM60,304",Business and Finance,10,N/A,N/A,N/A,N/A,N/A,87,Eligible,Accepted
JPA Scholarship,UG,19,Others,"RM88,999",Computer Science and IT,12,N/A,N/A,N/A,N/A,N/A,71,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,24,Others,"RM104,170",Business and Finance,N/A,N/A,N/A,3.8,N/A,N/A,48,Eligible,Accepted
Gamuda Scholarship,UG,19,Malay,"RM42,507",Sciences,N/A,3.36,N/A,N/A,N/A,N/A,79,Not Eligible,Rejected
MARA Scholarship,UG,22,Other Bumiputera,"RM210,908",Law and Social Sciences,N/A,N/A,N/A,3.04,N/A,N/A,70,Eligible,Accepted
JPA Scholarship,UG,18,Other Bumiputera,"RM80,411",Engineering,10,N/A,N/A,N/A,N/A,N/A,92,Not Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM34,509",Computer Science and IT,11,N/A,N/A,N/A,N/A,N/A,88,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,34,Other Bumiputera,"RM276,796",Engineering,N/A,N/A,N/A,N/A,N/A,3.92,74,Eligible,Rejected
